id_invoice,issuedDate,country,service,total,discount,tax,invoiceStatus,balance,dueDate,client
86,2022-09-17,Yemen,Web Development,2404.36,41.11,182.13,Pending,2545.38,2022-09-24,Company E
19,2023-02-11,China,UI/UX Design,781.43,57.91,52.69,Pending,776.21,2023-02-21,Company C
41,2022-09-11,Ecuador,AI Solution,8217.45,1639.2,731.58,Pending,7309.83,2022-10-05,Company A
8,2022-07-10,Norway,UI/UX Design,648.32,123.33,20.09,Overdue,545.08,2022-08-05,Company D
97,2022-12-08,Azerbaijan,Mobile App Development,1416.97,160.65,57.49,Paid,1313.81,2022-12-24,Company C
87,2022-08-28,Nicaragua,UI/UX Design,869.24,19.82,48.8,Paid,898.22,2022-09-23,Company A
62,2023-02-14,Sierra Leone,IoT Solution,6797.86,1091.56,282.67,Overdue,5988.97,2023-03-06,Company A
93,2023-03-31,Egypt,E-commerce Development,3386.65,168.73,85.78,Paid,3303.7,2023-04-09,Company D
56,2023-01-27,Bahamas,IoT Solution,5941.73,942.8,266.75,Pending,5265.68,2023-02-21,Company E
15,2023-02-01,Malta,Web Development,1892.33,170.02,41.46,Paid,1763.77,2023-02-10,Company D
58,2023-01-02,Montserrat,AI Solution,3636.63,225.46,269.26,Paid,3680.43,2023-01-26,Company A
65,2023-06-21,Romania,Mobile App Development,2905.88,42.72,235.76,Overdue,3098.92,2023-07-01,Company D
38,2022-08-08,Montenegro,AI Solution,6567.73,753.74,308.64,Pending,6122.63,2022-09-01,Company A
68,2022-12-03,Myanmar,AI Solution,4790.25,223.37,377.4,Pending,4944.28,2022-12-10,Company C
100,2023-06-15,Faroe Islands,AI Solution,6722.6,482.99,57.23,Paid,6296.84,2023-06-30,Company B
3,2023-02-12,Saint Vincent and the Grenadines,AI Solution,4108.6,19.86,384.78,Overdue,4473.52,2023-03-05,Company C
42,2023-02-19,New Zealand,E-commerce Development,1222.97,194.11,121.02,Pending,1149.88,2023-03-17,Company E
45,2023-01-13,Congo,Web Development,1215.44,156.26,7.53,Pending,1066.71,2023-02-02,Company C
52,2023-06-11,Luxembourg,Web Development,2034.77,138.04,11.51,Pending,1908.24,2023-07-07,Company E
75,2022-08-22,Bangladesh,UI/UX Design,986.2,137.52,80.53,Pending,929.21,2022-09-05,Company D
63,2022-09-29,Aruba,E-commerce Development,2206.7,258.7,126.62,Paid,2074.62,2022-10-17,Company B
70,2023-02-17,Anguilla,UI/UX Design,832.95,160.9,19.64,Pending,691.69,2023-03-12,Company E
71,2023-01-11,Haiti,UI/UX Design,759.5,31.26,39.99,Paid,768.23,2023-02-05,Company A
3,2022-07-20,Belgium,AI Solution,7924.46,1548.84,197.85,Paid,6573.47,2022-08-08,Company B
73,2023-04-15,Nepal,UI/UX Design,512.09,67.99,32.66,Paid,476.76,2023-05-09,Company E
16,2022-10-27,Guyana,Web Development,2559.71,407.48,205.31,Overdue,2357.54,2022-11-03,Company C
12,2023-04-20,United States Virgin Islands,E-commerce Development,3829.79,41.02,373.83,Overdue,4162.6,2023-05-07,Company C
65,2023-01-09,San Marino,AI Solution,6729.65,357.77,642.64,Paid,7014.52,2023-01-28,Company B
98,2023-06-15,Niue,E-commerce Development,3210.69,346.77,126.63,Overdue,2990.55,2023-06-23,Company D
3,2022-09-25,Syrian Arab Republic,IoT Solution,4650.48,256.71,148.9,Overdue,4542.67,2022-10-24,Company B
77,2023-02-09,Qatar,UI/UX Design,778.53,54.47,47.1,Paid,771.16,2023-03-09,Company E
59,2023-03-11,Solomon Islands,E-commerce Development,4378.52,332.79,366.64,Overdue,4412.37,2023-03-18,Company B
80,2022-08-16,Bosnia and Herzegovina,Web Development,1541.53,277.05,41.53,Overdue,1306.01,2022-08-31,Company D
67,2023-04-26,Korea,IoT Solution,5488.9,903.03,522.09,Paid,5107.96,2023-05-18,Company B
18,2022-11-22,Montserrat,AI Solution,3213.8,64.01,1.18,Paid,3150.97,2022-12-13,Company A
74,2022-12-01,Netherlands Antilles,UI/UX Design,268.16,42.19,8.19,Paid,234.16,2022-12-18,Company C
91,2022-10-23,Micronesia,Mobile App Development,3849.9,204.37,87.36,Paid,3732.89,2022-11-11,Company E
99,2023-01-24,Burundi,UI/UX Design,531.19,48.53,49.88,Pending,532.54,2023-02-18,Company D
70,2023-03-28,Bolivia,Mobile App Development,4876.45,511.92,86.67,Overdue,4451.2,2023-04-20,Company A
42,2023-07-09,Solomon Islands,IoT Solution,5548.35,1063.71,453.91,Paid,4938.55,2023-07-19,Company A
16,2023-05-08,Russian Federation,Web Development,2805.09,178.32,22.31,Pending,2649.08,2023-06-05,Company D
57,2023-05-06,Seychelles,AI Solution,4108.83,798.7,191.96,Pending,3502.09,2023-06-01,Company A
88,2023-04-01,Malta,AI Solution,4737.35,551.42,190.79,Pending,4376.72,2023-04-27,Company C
68,2022-11-26,Belarus,AI Solution,8314.15,1082.92,345.48,Overdue,7576.71,2022-12-09,Company D
55,2023-06-14,Kuwait,AI Solution,8462.49,722.65,798.89,Pending,8538.73,2023-07-11,Company D
17,2023-02-17,Nauru,UI/UX Design,726.15,24.44,29.71,Paid,731.42,2023-02-28,Company E
98,2023-06-13,Bulgaria,E-commerce Development,2436.5,443.06,38.62,Pending,2032.06,2023-07-03,Company C
25,2022-12-22,Lebanon,Mobile App Development,3383.64,99.63,197.33,Overdue,3481.34,2023-01-05,Company D
80,2023-01-03,Croatia,E-commerce Development,3023.04,389.06,89.48,Overdue,2723.46,2023-01-20,Company B
51,2022-09-30,New Zealand,Mobile App Development,3656.07,120.61,270.76,Overdue,3806.22,2022-10-09,Company E
22,2023-03-11,Antigua and Barbuda,AI Solution,7228.59,94.57,593.52,Overdue,7727.54,2023-03-27,Company C
8,2023-02-28,Netherlands Antilles,UI/UX Design,875.11,159.85,58.49,Pending,773.75,2023-03-19,Company B
17,2022-08-13,Anguilla,UI/UX Design,707.33,33.14,57.09,Overdue,731.28,2022-09-07,Company A
77,2022-11-06,Isle of Man,E-commerce Development,2144.24,136.32,156.25,Overdue,2164.17,2022-11-25,Company B
5,2022-11-18,Guernsey,AI Solution,6778.8,188.12,624.74,Overdue,7215.42,2022-12-02,Company C
4,2022-11-16,Bolivia,Web Development,2987.86,498.14,34.41,Pending,2524.13,2022-12-09,Company A
24,2022-09-14,United Arab Emirates,UI/UX Design,710.1,51.69,47.9,Pending,706.31,2022-10-13,Company E
68,2023-02-05,Solomon Islands,IoT Solution,6537.78,235.46,500.3,Overdue,6802.62,2023-02-15,Company B
62,2022-07-18,Maldives,E-commerce Development,3706.81,317.05,328.63,Overdue,3718.39,2022-07-29,Company C
20,2022-08-08,Cayman Islands,AI Solution,7874.88,923.93,243.01,Paid,7193.96,2022-08-25,Company C
99,2022-11-08,United States of America,AI Solution,6829.18,792.46,314.47,Paid,6351.19,2022-12-07,Company A
10,2023-05-08,Yemen,Mobile App Development,1725.89,242.02,83.52,Paid,1567.39,2023-05-25,Company D
63,2023-05-17,Iraq,AI Solution,3045.31,442.09,68.82,Overdue,2672.04,2023-06-13,Company B
43,2023-02-02,Saint Pierre and Miquelon,Mobile App Development,2509.21,93.55,47.6,Overdue,2463.26,2023-02-20,Company A
18,2022-07-12,Grenada,IoT Solution,7406.52,876.41,230.79,Pending,6760.9,2022-07-22,Company A
5,2022-08-11,Heard Island and McDonald Islands,IoT Solution,5346.61,398.09,385.43,Pending,5333.95,2022-08-29,Company E
52,2023-05-13,Tonga,AI Solution,8172.41,108.03,154.95,Overdue,8219.33,2023-05-22,Company E
32,2023-05-17,French Polynesia,E-commerce Development,3983.66,509.07,84.12,Pending,3558.71,2023-05-28,Company C
16,2022-11-27,Lesotho,Web Development,2870.71,214.93,280.14,Pending,2935.92,2022-12-21,Company C
75,2023-05-02,Palestinian Territory,AI Solution,4899.12,202.36,5.29,Pending,4702.05,2023-05-15,Company C
6,2023-01-06,Trinidad and Tobago,Mobile App Development,1176.73,183.09,8.33,Paid,1001.97,2023-01-28,Company C
40,2022-11-07,Qatar,E-commerce Development,2861.03,307.45,240.09,Overdue,2793.67,2022-12-03,Company C
40,2023-02-15,Belgium,Web Development,2907.09,103.46,268.26,Overdue,3071.89,2023-02-27,Company E
99,2022-11-09,Saint Lucia,Web Development,1169.71,218.33,35.6,Overdue,986.98,2022-12-02,Company C
56,2022-07-14,Turks and Caicos Islands,UI/UX Design,483.71,2.67,17.2,Pending,498.24,2022-08-08,Company D
47,2023-05-06,Lebanon,IoT Solution,2551.78,261.27,125.53,Overdue,2416.04,2023-05-21,Company D
67,2022-07-16,Tonga,UI/UX Design,328.46,14.21,25.25,Pending,339.5,2022-08-02,Company B
87,2022-08-02,Guadeloupe,E-commerce Development,2545.72,43.07,131.79,Overdue,2634.44,2022-08-26,Company B
3,2022-12-20,Slovakia (Slovak Republic),Web Development,1268.12,164.95,21.35,Paid,1124.52,2023-01-12,Company A
12,2023-06-19,Timor-Leste,IoT Solution,2367.41,85.29,84.17,Paid,2366.29,2023-07-12,Company D
29,2022-07-10,France,IoT Solution,6532.56,540.01,125.17,Pending,6117.72,2022-07-27,Company D
70,2023-03-17,Jersey,AI Solution,3471.48,43.04,91.52,Paid,3519.96,2023-04-14,Company C
88,2023-02-28,Chile,Web Development,847.13,34.08,17.57,Paid,830.62,2023-03-28,Company A
10,2023-02-10,Saint Helena,AI Solution,8314.44,320.57,461.07,Overdue,8454.94,2023-02-20,Company B
1,2022-08-27,Slovenia,Web Development,1947.59,166.92,133.52,Overdue,1914.19,2022-09-26,Company C
57,2022-11-01,Ireland,AI Solution,3073.37,365.19,86.45,Paid,2794.63,2022-11-09,Company C
65,2022-09-27,Nigeria,Mobile App Development,3736.68,56.04,221.87,Pending,3902.51,2022-10-23,Company A
40,2023-01-14,Ukraine,IoT Solution,7764.09,827.59,435.48,Pending,7371.98,2023-01-21,Company B
26,2023-02-04,Myanmar,UI/UX Design,800.88,3.36,42.91,Paid,840.43,2023-02-21,Company B
75,2022-11-20,Liechtenstein,Web Development,2711.62,39.79,25.12,Paid,2696.95,2022-12-11,Company B
24,2022-12-15,Brunei Darussalam,IoT Solution,5660.71,26.72,521.94,Pending,6155.93,2023-01-11,Company A
79,2022-11-07,Tokelau,AI Solution,6826.22,426.32,175.64,Overdue,6575.54,2022-12-07,Company C
33,2023-03-19,Poland,IoT Solution,2844.43,322.8,148.55,Pending,2670.18,2023-04-08,Company A
16,2022-07-31,Turkmenistan,AI Solution,5512.71,889.8,319.45,Overdue,4942.36,2022-08-11,Company C
13,2022-08-27,Poland,E-commerce Development,3770.98,517.48,5.36,Overdue,3258.86,2022-09-18,Company E
14,2023-06-15,Saint Pierre and Miquelon,E-commerce Development,1307.92,95.91,20.26,Overdue,1232.27,2023-06-28,Company E
89,2023-05-04,Malaysia,UI/UX Design,929.64,63.66,88.38,Paid,954.36,2023-05-12,Company C
2,2022-08-31,Indonesia,AI Solution,6835.57,766.55,592.36,Paid,6661.38,2022-09-07,Company A
16,2023-05-05,Ecuador,AI Solution,3398.96,269.87,90.0,Paid,3219.09,2023-05-15,Company D
88,2022-09-17,Saint Pierre and Miquelon,IoT Solution,4970.05,866.88,452.23,Pending,4555.4,2022-09-28,Company E
62,2022-12-28,Romania,Web Development,2154.46,178.79,36.24,Pending,2011.91,2023-01-10,Company C
60,2022-07-18,Antigua and Barbuda,UI/UX Design,233.26,24.14,18.81,Overdue,227.93,2022-08-16,Company D
73,2022-10-10,Cape Verde,UI/UX Design,651.96,56.25,32.43,Overdue,628.14,2022-11-04,Company A
17,2022-08-06,Mali,Mobile App Development,4653.31,20.54,2.75,Paid,4635.52,2022-08-29,Company B
25,2022-08-31,Northern Mariana Islands,IoT Solution,2776.4,260.85,22.52,Pending,2538.07,2022-09-26,Company A
68,2023-07-08,Guyana,Mobile App Development,2232.87,162.05,93.56,Pending,2164.38,2023-08-06,Company D
48,2022-11-20,Saudi Arabia,E-commerce Development,1331.39,103.31,55.23,Pending,1283.31,2022-12-16,Company D
77,2022-09-23,Guadeloupe,UI/UX Design,499.28,85.54,14.11,Paid,427.85,2022-10-09,Company E
11,2022-10-31,Malawi,Mobile App Development,1907.57,196.34,181.65,Overdue,1892.88,2022-11-10,Company A
54,2023-03-28,Kiribati,E-commerce Development,2795.75,64.37,92.27,Paid,2823.65,2023-04-09,Company B
8,2023-04-09,El Salvador,Mobile App Development,4137.05,811.51,30.82,Paid,3356.36,2023-05-07,Company C
9,2023-01-22,Angola,Web Development,2144.33,154.55,52.47,Pending,2042.25,2023-02-21,Company B
40,2022-10-25,Gabon,E-commerce Development,2666.67,72.56,85.42,Pending,2679.53,2022-11-09,Company C
19,2023-02-26,Isle of Man,E-commerce Development,1356.34,184.05,63.47,Paid,1235.76,2023-03-07,Company A
40,2022-09-11,Burkina Faso,AI Solution,8754.66,260.88,520.34,Paid,9014.12,2022-09-28,Company A
86,2022-09-26,San Marino,IoT Solution,7980.48,1329.77,332.55,Pending,6983.26,2022-10-11,Company B
83,2023-02-19,Saint Lucia,IoT Solution,2195.49,101.13,218.05,Pending,2312.41,2023-03-08,Company C
88,2023-03-09,Palestinian Territory,Mobile App Development,1834.76,306.46,40.99,Paid,1569.29,2023-04-03,Company B
78,2023-02-17,Greenland,UI/UX Design,464.62,41.95,21.01,Overdue,443.68,2023-03-08,Company E
40,2022-12-24,Sweden,Mobile App Development,3506.47,595.91,62.69,Overdue,2973.25,2023-01-20,Company E
34,2022-10-14,Hungary,E-commerce Development,2802.19,104.9,209.38,Overdue,2906.67,2022-11-10,Company C
21,2022-07-14,Italy,Web Development,1925.07,2.53,1.94,Overdue,1924.48,2022-07-24,Company C
31,2022-08-09,Niue,UI/UX Design,540.37,79.53,9.76,Pending,470.6,2022-08-30,Company B
98,2023-03-12,Moldova,AI Solution,7912.05,197.71,732.35,Pending,8446.69,2023-03-26,Company C
73,2023-03-03,Puerto Rico,Mobile App Development,2000.84,5.51,105.64,Paid,2100.97,2023-03-11,Company E
13,2022-09-12,Suriname,Web Development,1805.3,265.84,41.81,Overdue,1581.27,2022-10-11,Company B
10,2022-11-02,Sudan,UI/UX Design,410.2,35.49,19.51,Overdue,394.22,2022-11-26,Company E
11,2022-11-21,Malta,IoT Solution,4830.39,904.9,423.76,Pending,4349.25,2022-12-02,Company B
81,2022-10-23,North Macedonia,E-commerce Development,1417.04,123.5,117.46,Pending,1411.0,2022-11-08,Company C
82,2023-04-12,Sri Lanka,Mobile App Development,4762.52,859.12,69.98,Overdue,3973.38,2023-04-28,Company A
4,2022-07-31,Comoros,Mobile App Development,2938.87,395.39,153.44,Overdue,2696.92,2022-08-20,Company E
90,2022-11-16,Palau,IoT Solution,7144.43,1092.79,498.11,Pending,6549.75,2022-11-27,Company D
23,2023-03-05,Austria,AI Solution,5610.68,507.13,279.69,Overdue,5383.24,2023-03-16,Company D
23,2023-02-15,Mozambique,AI Solution,6625.87,927.09,266.42,Overdue,5965.2,2023-03-11,Company A
32,2023-05-22,Cote d'Ivoire,Mobile App Development,4204.84,493.97,293.97,Paid,4004.84,2023-06-20,Company B
76,2023-07-10,Bermuda,AI Solution,8416.63,360.53,414.13,Pending,8470.23,2023-07-27,Company C
56,2022-08-30,Turks and Caicos Islands,E-commerce Development,1561.22,232.76,96.84,Paid,1425.3,2022-09-10,Company A
45,2023-03-19,Saint Martin,E-commerce Development,2402.48,160.45,90.85,Paid,2332.88,2023-03-26,Company D
22,2023-06-21,Bolivia,Mobile App Development,2173.96,387.77,69.84,Pending,1856.03,2023-06-30,Company A
98,2022-09-23,China,E-commerce Development,2521.57,127.86,51.73,Paid,2445.44,2022-10-05,Company E
40,2023-01-08,Burkina Faso,E-commerce Development,3246.18,322.15,273.57,Paid,3197.6,2023-01-19,Company C
60,2023-03-09,French Southern Territories,AI Solution,9356.82,182.4,83.13,Overdue,9257.55,2023-03-23,Company B
82,2022-07-20,Burundi,IoT Solution,3920.14,315.09,316.69,Pending,3921.74,2022-07-29,Company C
13,2023-06-04,Nepal,Mobile App Development,4719.46,118.51,76.32,Paid,4677.27,2023-06-23,Company C
23,2023-01-21,Dominican Republic,E-commerce Development,2840.96,43.11,207.65,Paid,3005.5,2023-02-10,Company B
87,2023-06-05,Korea,Mobile App Development,1700.72,315.04,134.5,Paid,1520.18,2023-06-20,Company C
66,2022-12-23,Guernsey,IoT Solution,3140.42,573.03,70.72,Pending,2638.11,2023-01-08,Company B
35,2022-12-14,Angola,E-commerce Development,1322.56,99.37,113.49,Pending,1336.68,2022-12-30,Company D
70,2022-09-29,Bahrain,E-commerce Development,2374.07,83.85,97.05,Overdue,2387.27,2022-10-20,Company E
44,2023-04-09,Congo,Mobile App Development,2727.04,216.8,270.58,Overdue,2780.82,2023-04-17,Company C
85,2023-06-24,Cambodia,Mobile App Development,3839.81,254.77,184.29,Overdue,3769.33,2023-07-04,Company A
47,2023-03-17,Belarus,Web Development,2165.74,343.95,199.61,Pending,2021.4,2023-03-27,Company A
74,2022-08-12,Cyprus,E-commerce Development,4180.35,164.95,384.01,Overdue,4399.41,2022-08-29,Company A
37,2023-05-31,Iran,E-commerce Development,3883.54,292.54,83.22,Paid,3674.22,2023-06-26,Company B
76,2023-06-17,Malta,E-commerce Development,3975.76,271.29,280.11,Paid,3984.58,2023-07-06,Company B
69,2023-06-21,Cambodia,E-commerce Development,4699.29,539.35,87.21,Overdue,4247.15,2023-06-29,Company A
82,2023-02-06,Malawi,UI/UX Design,531.36,54.43,48.51,Pending,525.44,2023-03-05,Company C
29,2023-06-25,Lithuania,AI Solution,6145.48,618.05,337.29,Pending,5864.72,2023-07-18,Company C
16,2023-05-02,Iceland,Mobile App Development,1653.31,227.05,91.36,Paid,1517.62,2023-05-16,Company E
3,2022-11-15,Solomon Islands,Mobile App Development,2230.26,281.05,139.49,Pending,2088.7,2022-11-22,Company E
56,2022-10-09,Cocos (Keeling) Islands,UI/UX Design,727.17,29.17,22.6,Pending,720.6,2022-10-25,Company E
26,2022-10-10,Switzerland,Mobile App Development,4037.29,790.42,231.63,Overdue,3478.5,2022-10-28,Company B
82,2023-06-10,Papua New Guinea,IoT Solution,7780.01,531.95,600.98,Paid,7849.04,2023-06-23,Company B
26,2022-11-05,Belize,Mobile App Development,4195.14,586.07,412.34,Paid,4021.41,2022-11-19,Company D
3,2023-06-05,British Virgin Islands,UI/UX Design,204.14,1.51,1.2,Overdue,203.83,2023-06-19,Company D
4,2023-06-20,Samoa,IoT Solution,7587.84,792.72,465.72,Paid,7260.84,2023-07-01,Company E
14,2022-10-16,India,AI Solution,3468.87,245.22,86.67,Overdue,3310.32,2022-10-24,Company C
17,2022-07-16,Svalbard & Jan Mayen Islands,E-commerce Development,2671.27,522.48,90.69,Overdue,2239.48,2022-08-01,Company D
86,2023-06-02,Bouvet Island (Bouvetoya),Mobile App Development,3627.04,360.33,43.31,Paid,3310.02,2023-06-24,Company D
20,2022-11-01,Martinique,E-commerce Development,3352.93,37.1,128.22,Pending,3444.05,2022-11-21,Company B
52,2023-05-07,Tajikistan,Web Development,1078.42,64.45,9.49,Overdue,1023.46,2023-06-02,Company A
3,2022-10-02,Lesotho,Web Development,867.84,148.29,12.12,Paid,731.67,2022-10-17,Company B
29,2023-04-19,Cuba,IoT Solution,2873.35,342.93,262.81,Pending,2793.23,2023-05-12,Company A
6,2022-09-16,Bahamas,Web Development,964.28,32.78,2.5,Overdue,934.0,2022-09-24,Company C
32,2023-06-08,Anguilla,UI/UX Design,434.34,48.48,11.29,Paid,397.15,2023-06-16,Company A
35,2022-07-26,Kenya,Web Development,689.73,109.36,24.8,Pending,605.17,2022-08-06,Company A
55,2023-06-15,Moldova,UI/UX Design,223.51,4.87,20.46,Pending,239.1,2023-06-26,Company D
96,2023-01-19,Georgia,IoT Solution,7637.75,1392.49,741.78,Pending,6987.04,2023-02-14,Company E
81,2023-06-14,Haiti,Web Development,566.36,27.53,4.4,Overdue,543.23,2023-07-11,Company D
82,2023-05-17,Ghana,AI Solution,4055.5,278.99,234.55,Paid,4011.06,2023-06-12,Company B
58,2022-09-29,Qatar,E-commerce Development,2899.12,16.04,110.74,Paid,2993.82,2022-10-29,Company E
63,2022-09-17,Saint Martin,IoT Solution,5868.71,516.27,264.52,Pending,5616.96,2022-10-13,Company A
25,2022-11-14,French Southern Territories,Mobile App Development,4351.79,282.7,361.97,Pending,4431.06,2022-12-14,Company D
16,2022-09-25,Cyprus,E-commerce Development,2014.58,224.14,118.46,Pending,1908.9,2022-10-20,Company E
35,2022-11-18,Spain,AI Solution,7952.59,409.64,169.97,Overdue,7712.92,2022-11-30,Company D
90,2022-12-28,Guyana,E-commerce Development,3709.8,350.46,335.9,Pending,3695.24,2023-01-18,Company A
94,2023-04-05,Mali,Mobile App Development,3219.82,13.47,145.55,Pending,3351.9,2023-05-04,Company D
36,2023-06-15,Saint Barthelemy,UI/UX Design,427.71,32.77,21.12,Paid,416.06,2023-06-29,Company E
63,2022-08-03,Bahamas,Web Development,2514.87,45.6,71.47,Overdue,2540.74,2022-08-17,Company E
38,2023-02-20,Argentina,Web Development,1763.34,263.86,16.53,Paid,1516.01,2023-03-10,Company E
80,2023-02-13,Malta,E-commerce Development,2697.29,68.55,204.3,Pending,2833.04,2023-03-13,Company D
78,2022-10-19,Malta,AI Solution,9503.95,1892.36,704.84,Pending,8316.43,2022-11-11,Company C
65,2022-12-29,Ghana,Mobile App Development,3326.36,215.36,27.23,Paid,3138.23,2023-01-16,Company D
70,2022-10-27,Niger,Mobile App Development,2203.86,244.63,147.91,Paid,2107.14,2022-11-24,Company E
54,2023-04-06,Cyprus,Mobile App Development,4060.35,668.93,134.87,Paid,3526.29,2023-04-21,Company B
40,2022-09-13,Yemen,E-commerce Development,1970.32,57.1,31.4,Pending,1944.62,2022-10-04,Company D
94,2023-05-22,Montserrat,E-commerce Development,4129.1,482.64,92.64,Overdue,3739.1,2023-06-04,Company E
99,2022-11-12,Belize,Mobile App Development,4680.98,558.92,185.44,Overdue,4307.5,2022-12-11,Company D
96,2023-03-26,Vietnam,IoT Solution,6995.39,589.45,486.98,Paid,6892.92,2023-04-14,Company B
91,2022-11-12,Saudi Arabia,Web Development,1282.71,95.59,124.38,Overdue,1311.5,2022-12-12,Company D
43,2022-11-20,Saudi Arabia,AI Solution,4699.9,371.46,399.62,Pending,4728.06,2022-12-12,Company B
71,2023-07-02,Haiti,Mobile App Development,4920.79,467.99,91.41,Pending,4544.21,2023-07-26,Company B
38,2023-06-03,Svalbard & Jan Mayen Islands,E-commerce Development,4993.74,371.89,193.82,Paid,4815.67,2023-06-24,Company A
7,2023-04-09,Mozambique,AI Solution,8275.92,547.8,565.59,Pending,8293.71,2023-05-06,Company C
3,2022-10-23,South Africa,UI/UX Design,583.1,101.93,13.05,Pending,494.22,2022-11-13,Company A
27,2023-05-25,Marshall Islands,IoT Solution,7122.39,603.18,199.86,Paid,6719.07,2023-06-18,Company D
92,2022-08-06,Nicaragua,E-commerce Development,2919.91,49.46,280.58,Paid,3151.03,2022-08-27,Company E
74,2023-06-27,Argentina,E-commerce Development,3891.74,630.2,338.57,Pending,3600.11,2023-07-08,Company D
10,2023-06-16,Isle of Man,UI/UX Design,390.05,2.97,9.37,Overdue,396.45,2023-07-05,Company A
83,2022-12-19,Costa Rica,IoT Solution,7428.26,845.52,467.13,Pending,7049.87,2022-12-27,Company E
31,2023-02-04,Tonga,AI Solution,5943.49,714.59,576.67,Overdue,5805.57,2023-02-27,Company A
8,2023-06-30,Madagascar,Mobile App Development,3604.42,392.51,212.03,Paid,3423.94,2023-07-07,Company D
40,2023-01-07,Japan,E-commerce Development,1561.59,110.24,94.07,Paid,1545.42,2023-01-23,Company C
6,2023-05-03,Libyan Arab Jamahiriya,Web Development,1457.64,8.4,41.76,Paid,1491.0,2023-05-14,Company A
51,2023-01-20,Ethiopia,Mobile App Development,1122.83,169.24,57.41,Overdue,1011.0,2023-02-11,Company C
96,2022-08-11,Russian Federation,Web Development,599.04,86.49,29.2,Overdue,541.75,2022-09-01,Company C
75,2023-06-02,Papua New Guinea,Mobile App Development,1895.86,367.4,72.69,Overdue,1601.15,2023-06-26,Company B
27,2023-01-14,Slovenia,IoT Solution,5064.86,981.09,140.45,Overdue,4224.22,2023-02-09,Company D
45,2023-02-11,Christmas Island,Web Development,2706.5,498.0,2.59,Paid,2211.09,2023-02-23,Company E
63,2022-08-12,Peru,Web Development,666.74,114.46,39.41,Overdue,591.69,2022-08-22,Company E
11,2023-02-16,Micronesia,UI/UX Design,352.35,45.4,21.83,Overdue,328.78,2023-02-27,Company A
5,2023-03-26,Rwanda,Mobile App Development,2980.07,129.76,51.52,Pending,2901.83,2023-04-05,Company A
87,2022-11-26,French Southern Territories,UI/UX Design,753.01,46.45,15.43,Paid,721.99,2022-12-05,Company C
94,2022-08-29,Cote d'Ivoire,UI/UX Design,680.06,59.57,31.66,Pending,652.15,2022-09-15,Company E
23,2022-07-16,Nigeria,E-commerce Development,3110.05,434.16,126.52,Paid,2802.41,2022-07-27,Company E
36,2022-10-03,Faroe Islands,E-commerce Development,4460.73,732.53,32.34,Pending,3760.54,2022-10-31,Company E
97,2022-07-19,New Caledonia,AI Solution,7509.89,1323.08,138.7,Overdue,6325.51,2022-08-05,Company B
38,2022-12-15,Burundi,E-commerce Development,2441.25,246.11,19.97,Paid,2215.11,2023-01-13,Company A
22,2022-10-25,Romania,E-commerce Development,2717.87,278.73,147.4,Overdue,2586.54,2022-11-06,Company B
71,2023-01-09,Samoa,Mobile App Development,2969.34,294.47,96.61,Pending,2771.48,2023-02-08,Company C
91,2023-04-27,Norfolk Island,E-commerce Development,4628.55,511.92,212.07,Overdue,4328.7,2023-05-26,Company C
58,2023-04-11,Macao,E-commerce Development,2202.98,193.07,19.21,Paid,2029.12,2023-05-11,Company A
79,2023-03-27,Bosnia and Herzegovina,AI Solution,6547.46,77.62,409.78,Paid,6879.62,2023-04-13,Company E
22,2022-12-09,Slovakia (Slovak Republic),IoT Solution,3572.91,626.87,265.56,Pending,3211.6,2022-12-17,Company C
9,2023-03-29,French Guiana,IoT Solution,6544.31,296.95,412.31,Pending,6659.67,2023-04-27,Company E
89,2023-06-28,Antigua and Barbuda,Mobile App Development,1653.37,76.21,65.83,Overdue,1642.99,2023-07-25,Company D
32,2023-07-09,Pitcairn Islands,UI/UX Design,865.25,172.63,85.77,Pending,778.39,2023-07-21,Company B
88,2023-02-08,Sao Tome and Principe,AI Solution,3728.68,410.79,230.97,Overdue,3548.86,2023-02-28,Company B
64,2022-12-16,Saint Helena,E-commerce Development,1701.24,119.98,150.1,Overdue,1731.36,2022-12-26,Company B
23,2022-08-12,Saint Pierre and Miquelon,Mobile App Development,3275.25,319.1,27.56,Overdue,2983.71,2022-08-31,Company C
95,2023-05-11,Greece,Mobile App Development,2566.59,15.14,103.81,Pending,2655.26,2023-05-31,Company C
91,2022-11-12,Italy,E-commerce Development,4862.96,309.9,58.54,Paid,4611.6,2022-12-05,Company C
33,2022-10-27,Oman,IoT Solution,2205.19,211.55,43.16,Paid,2036.8,2022-11-14,Company D
66,2023-06-22,Cameroon,AI Solution,3154.39,123.32,133.52,Overdue,3164.59,2023-07-03,Company C
44,2022-09-07,Mozambique,AI Solution,3486.96,381.6,265.04,Overdue,3370.4,2022-10-03,Company D
96,2022-12-22,United States Minor Outlying Islands,E-commerce Development,1190.48,143.12,7.31,Paid,1054.67,2023-01-18,Company C
43,2022-10-29,Egypt,Web Development,1006.9,61.78,8.05,Paid,953.17,2022-11-10,Company D
84,2022-11-08,Israel,UI/UX Design,508.57,2.87,22.21,Paid,527.91,2022-12-07,Company A
56,2023-04-14,Palau,Mobile App Development,1558.33,23.83,124.12,Paid,1658.62,2023-05-13,Company E
4,2023-01-20,Libyan Arab Jamahiriya,E-commerce Development,4197.18,345.33,213.91,Paid,4065.76,2023-01-29,Company A
